Full Name,Educational Qualification,Honorific/Title,Date of Birth,Date of Joining Service,Date of Arrival,Voted/Non-voted,Domicile,Station,Substantive Appointment,Subst. Date,Officiating Appointment,Off. Date
"Anderson, James Drummond","B.A., Oxon.",-,30-08-1986,13-11-1910,23-12-2010,Non-voted,Non-Asiatic,Muzaffargarh,"A. C., Time Scale, Settl.",26-10-1921,-,-
"Anderson, James Drummond","B.A., Oxon.",-,31-08-1986,14-11-1910,24-12-2010,Non-voted,Non-Asiatic,Muzaffargarh,"D.C. (Provisional), S.O.",30-09-1924,-,-
"Anderson, James Drummond","B.A., Oxon.",-,01-09-1986,15-11-1910,25-12-2010,Non-voted,Non-Asiatic,Gurdaspur,D.C. (Provisional),-,Addl. D. and S. Judge,30-11-1926
"Anderson, James Drummond","B.A., Oxon.",-,02-09-1986,16-11-1910,26-12-2010,Non-voted,Non-Asiatic,Gurdaspur,D. and S. Judge,22-02-1927,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Sialkot,"A.C., 3rd grade",16-12-1896,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Hissar,"A.C., 3rd grade",18-12-1898,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Sirsa,"A.C., 3rd grade",26-03-1899,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Hissar,"A.C., 3rd grade",-,D.C.,01-07-1900
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Hissar,"A.C., 3rd grade",26-11-1900,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Muzaffargarh,"A.C., 3rd grade (Settl. Training)",26-02-1901,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Muzaffargarh,"A.C., 3rd grade",-,D.C.,01-05-1901
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Muzaffargarh,"A.C., 3rd grade",17-06-1901,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Hissar,"A.C., 3rd grade",-,D.C.,26-06-1901
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,In transit,"A.C., 3rd grade",19-10-1901,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Muzaffargarh,"A.C., 3rd grade",-,D.C.,29-10-1901
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Muzaffargarh,"A.C., 2nd grade",01-04-1903,D.C.,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Muzaffargarh,"A.C., 1st grade",15-12-1904,D.C.,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Muzaffargarh,"A.C., 1st grade",-,"Dt. J., sub. pro tem., D.C.",09-10-1905
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,In transit,"A.C., 1st grade",-,"Dt. J., sub. pro tem.",01-11-1905
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Multan,"A.C., 1st grade",-,"Dt. J., sub. pro tem.",09-11-1905
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Multan,Dt. J.,20-03-1906,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Sialkot,Dt. J.,,Tempy Addl. Divl. J.,01-05-1906
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1873,27-10-1897,16-12-1897,Non-voted,Amritsar,Sialkot,Dt. J.,01-09-1906,,
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Amritsar,Dt. J.,-,Divl. J.,01-10-1906
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,On leave,Dt. J.,12-11-1906,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Multan,Tempy. Addl. Divl. J.,02-01-1907,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Multan,"A.C., 1st grade",25-02-1907,"Dt. J., sub. pro tem., Tempy. Addl. Divl. J.",25-02-1907
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Sialkot,"A.C., 1st grade",-,"Dt. J., sub. pro tem., Tempy. Addl. Divl. J.",30-04-1907
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Sialkot,Dt. J.,26-08-1907,Tempy Addl. Divl. J.,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Sialkot,Dt. J.,01-09-1907,,
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1873,27-10-1897,16-12-1897,Non-voted,Amritsar,Sialkot,"A.C., 1st grade",,"Dt. J., sub. pro tem.",03-09-1907
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Sialkot,"A.C., 1st grade",-,"Dt. J., sub. pro tem.. Tempy. Addl. Divl. J.",01-10-1907
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,On leave,"A.C., 1st grade",02-04-1908,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,On leave,"A.C., 1st grade",-,Dt. J.,24-04-1908
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Shahpur,"A.C., 1st grade",-,Divl. J.,30-04-1908
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Shahpur,"A.C., 1st grade",-,"D.C., sub pro tem., Divl. J.",06-07-1908
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Shahpur,Dt. J.,08-10-1908,Divl. J.,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Gujranwala,"A.C., 1st grade",14-02-1909,D.C.,14-02-1909
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Gujranwala,"D.C., 3rd grade",29-12-1909,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Gujranwala,"A.C., 1st grade",29-04-1910,D.C.,29-04-1910
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Gujranwala,"D.C., 3rd grade",03-07-1910,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Gujranwala,"A.C., 1st grade",30-09-1910,D.C.,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Gujranwala,"D.C., 3rd grade",01-10-1910,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Mianwali,"D.C., 3rd grade",01-08-1913,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Mianwali,"D.C., 2nd grade",26-11-1913,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Ludhiana,"D.C., 2nd grade",28-04-1914,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Ludhiana,"D.C., 2nd grade",30-04-1918,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Lahore,"D.C., 2nd grade",-,Addl. Secy. to G.P.,06-04-1919
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Lahore,Addl. Secy. to G.P.,27-07-1919,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Lahore,"D.C., 1st grade",17-10-1919,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Lahore,"D.C., Time Scale",01-12-1919,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Lahore,"D.C., Time Scale., Secy., Home Dept.",08-01-1921,-,-
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Multan,"D.C., Time Scale",16-12-1921,,
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Multan,"D.C., Time Scale",-,Commr. in addition,19-02-1922
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1873,27-10-1897,16-12-1897,Non-voted,Amritsar,Multan,"D.C., Time Scale",,Commr.,24-02-1922
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Ambala,"D.C., Time Scale",-,Commissioner,17-04-1926
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Multan,"D.C., Time Scale",-,Commissioner,26-08-1926
"Asghar Ali, Shaikh, Kanungo","B.A., Punjab and Cantab.",C.B.E.,04-04-1872,27-10-1896,16-12-1896,Non-voted,Amritsar,Multan,Commissioner,13-10-1927,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Unattached,Proby. A.S.P.,14-11-1913,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Phillaur,Proby. A.S.P.,17-11-1913,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Simla,Proby. A.S.P.,01-06-1914,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Phillaur,Proby. A.S.P.,07-08-1914,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Lahore,"Proby. A.S.P., C.I.D.",03-04-1915,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Lahore,"A.S.P., 2nd grade, C.I.D.",03-05-1915,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Lahore,"A.S.P., 2nd grade, C.I.D.",-,"Pl. Asst. to Dy. I.G., Police, C.I.D.",01-04-1916
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Military duty,A.S.P. (on Time Scale),01-01-1919,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Lahore,A.S.P. (on Time Scale),25-01-1919,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Lahore,"A.S.P. (on Time Scale), Pl. Asstt. to Dy. Inspr.-Genl., Police, C.I.D.",02-02-1919,,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Lahore,"A.S.P., Time Scale",05-03-1919,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Lahore,"A.S.P., Time Scale, Pl. Asstt. to Dy. I.G., Police, C.I.D., Punjab",26-03-1919,,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Jhelum,"A.S.P., Time Scale",-,S.P.,04-03-1920
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Lahore,"A.S.P., Time Scale",02-03-1921,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Shahpur,"A.C., Time Scale",23-04-1921,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,D.G. Khan,"A.C., Time Scale",14-11-1921,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,D.G. Khan,"A.C., Time Scale., Pol. Asstt. and Comdt. B.M. Police",26-11-1921,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,Montgomery,"A.C., Time Scale",-,D.C.,14-11-1924
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,In transit,"A.C., Time Scale",04-10-1925,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,D.G. Khan,"A.C., Time Scale, Poll. Asstt. and Comdt., B.M. Police",13-10-1925,-,-
"Askwith, Arthur Vivian",-,-,16-11-1894,15-11-1913,15-11-1913,Non-voted,Non-Asiatic,D.G. Khan,"A.C., Time Scale, Poll. Asstt. and Comdt., B.M. Police",12-01-1926,,
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,D.G. Khan,"A.C., Time Scale",-,D.C.,16-04-1926
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,D.G. Khan,D.C. provisional,20-02-1927,-,-
"Askwith, Arthur Vivian",-,-,16-11-1893,14-11-1913,14-11-1913,Non-voted,Non-Asiatic,D.G. Khan,D.C. provisional,19-05-1927,-,-
"Bakhle, Nalinaksha Chintaman","B.A., Honours, Oxon.",-,07-11-1904,24-10-1927,21-12-1927,Non-voted,"Karhada, Bombay",Gujranwala,A.C.,21-12-1927,-,-
"Bakhle, Nalinaksha Chintaman","B.A., Honours, Oxon.",-,07-11-1904,24-10-1927,21-12-1927,Non-voted,"Karhada, Bombay",Lyallpur,A.C.,01-03-1928,-,-
"Bakhle, Nalinaksha Chintaman","B.A., Honours, Oxon.",-,07-11-1904,24-10-1927,21-12-1927,Non-voted,"Karhada, Bombay",Gujranwala,A.C.,09-04-1928,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Multan,"A.C., 3rd grade",30-11-1908,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Gurdaspur,"A.C., 3rd grade (Settl. Training)",06-11-1909,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Ferozepore,"A.C., 3rd grade",21-03-1910,,
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Ferozepore,"A.C., 3rd grade",-,D.C.,08-06-1910
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Ferozepore,"A.C., 3rd grade",06-07-1910,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Jullundur,"A.C., 3rd grade, Pl. Asst. to Commr.",23-03-1911,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Lyallpur,"A.C., 3rd grade",09-11-1911,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Lyallpur,"A.C., 3rd grade",-,D.C.,05-04-1912
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Lyallpur,"A.C., 3rd grade",22-04-1912,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Simla,"A.C., 3rd grade",08-05-1912,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Delhi,"Officer of Pol. Dept. (Time Scale), Secy., Delhi Municipality",16-09-1914,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Delhi,"Officer of Pol. Dept. (Time Scale), Secy., Delhi Municipality",05-11-1914,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Simla,"A.C., 3rd grade",-,"Un-Secy. to G.P., Rev. Dept., sub pro tem.",04-10-1915
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Lahore,"Un-Secy. to G.P., Rev. Dept.",04-01-1916,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Lahore,"A.C., 3rd grade, spl duty",02-11-1917,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Ambala,"A.C., 3rd grade, Asst. Settl. Officer",06-11-1917,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Ambala,"A.C., 2nd grade",15-05-1918,,
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Montgomery,"A.C., 3rd grade, Coln. Officer, Lower Bari Doab Canal Colony",31-08-1918,D.C.,16-06-1918
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Ambala,"Do., A.S.O.",20-11-1918,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Montgomery,"Do., Coln. Officer",18-12-1918,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Montgomery,"A.C., 3rd grade",24-02-1919,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1885,20-10-1908,30-11-1908,Non-voted,Non-Asiatic,Montgomery,"A.C., 2nd grade",29-08-1919,-,-
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1887,22-10-1908,02-12-1908,Non-voted,Non-Asiatic,Montgomery,"A. C., 3rd grade, Coln. Officer, Lower Bari Doab Canal",25-09-1919,,
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1888,23-10-1908,03-12-1908,Non-voted,Non-Asiatic,Montgomery,"A. C., 2nd grade, Coln. Officer, Lower Bari Doab Canal",06-10-1919,,
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1889,24-10-1908,04-12-1908,Non-voted,Non-Asiatic,Montgomery,"A. C., Time Scale, Coln. Officer, Lower Bari Doab Canal",01-12-1919,,
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1890,25-10-1908,05-12-1908,Non-voted,Non-Asiatic,Delhi,"A. C., Time Scale",,"Addl. Dy. Secy. to G. I., Commerce and Industry Dept.",16-02-1920
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1891,26-10-1908,06-12-1908,Non-voted,Non-Asiatic,Delhi,"A. C., Time Scale",,"Addl. Dy. Secy. to G. I., Commerce and Industry Dept.",05-06-1920
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1892,27-10-1908,07-12-1908,Non-voted,Non-Asiatic,Lahore,"A. C., Time Scale",,"Dir. of Industries, Punjab",29-10-1922
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1893,28-10-1908,08-12-1908,Non-voted,Non-Asiatic,Lyallpur,"A. C., Time Scale",,D. C.,29-05-1923
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1894,29-10-1908,09-12-1908,Non-voted,Non-Asiatic,Lyallpur,D. C. (Provisional),03-09-1923,,
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1895,30-10-1908,10-12-1908,Non-voted,Non-Asiatic,Lahore,"Do. Secy. to G. P., Transferred Departments",23-10-1924,,
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1896,31-10-1908,11-12-1908,Non-voted,Non-Asiatic,Lahore,D. C. Permanent,01-08-1925,,
"Beazley, John Godfrey","B.A., Oxon.",C.I.E.,09-02-1897,01-11-1908,12-12-1908,Non-voted,Non-Asiatic,Lahore,"Secy. to G. P., Transferred Depts.",21-01-1927,,
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Unattached,"A.C., 3rd grade",30-11-1914,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Jullundur,"A.C., 3rd grade",04-12-1914,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Lyallpur,"A.C., 3rd grade",24-02-1915,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Rawalpindi,"A.C., 3rd grade",01-04-1915,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Jullundur,"A.C., 3rd grade",03-05-1915,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Jalalabad,Guardian to H.H. Nawab of Mamdot,13-10-1915,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Sialkot,"A.C., 3rd grade",02-01-1917,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Amritsar,"A.C., 3rd grade",21-01-1919,,
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Amritsar,"A.C., 3rd grade",,D.C.,20-02-1919
,,,,,,,,Amritsar,"A.C., 3rd grade",24-02-1919,,
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Amritsar,"A.C., 3rd grade",21-03-1919,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Rawalpindi,"A.C., 3rd grade",02-06-1919,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Rawalpindi,"A.C., Time Scale",01-12-1919,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Murree,"A.C., Time Scale",08-04-1920,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Lahore,"A.C., Time Scale",-,Under-Secy. to G.P.,05-03-1921
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,P.D. Khan,"A.C., Time Scale",03-11-1922,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Lahore,"Do., Secretary, Municipal Committee",30-03-1923,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Lahore,"A.C., Time Scale, Secretary, Municipal Committee",16-10-1923,-,-
"Beckett, Ronald Brymer","B.A., Oxon.",-,17-01-1891,28-10-1914,30-11-1914,Non-voted,Non-Asiatic,Montgomery,"A.C., Time Scale",-,D.C.,04-10-1925
